Gene	sgRNA	D18_DMSO|beta	D18_DMSO|z	D18_DMSO|p-value	D18_DMSO|fdr	D18_DMSO|wald-p-value	D18_DMSO|wald-fdr	D18_CompB|beta	D18_CompB|z	D18_CompB|p-value	D18_CompB|fdr	D18_CompB|wald-p-value	D18_CompB|wald-fdr
ZNF846	6	0.067307	0.63134	0.6459	0.9366	0.52782	0.72155	0.0087204	0.082351	0.90518	0.98373	0.93437	0.96826
ZNF85	6	0.39515	1.471	0.018846	0.39597	0.14128	0.36992	0.33931	1.274	0.044627	0.54273	0.20265	0.45392
ZNF850	6	0.021505	0.11723	0.84089	0.9796	0.90668	0.95547	0.022059	0.12092	0.84559	0.97573	0.90375	0.9527
ZNF853	6	-0.049219	-0.44315	0.84212	0.97978	0.65766	0.81179	-0.16069	-1.4547	0.42469	0.90987	0.14576	0.39146
ZNF860	6	-0.31462	-3.1227	0.12754	0.7141	0.0017923	0.055475	-0.25895	-2.5907	0.20456	0.79726	0.0095768	0.11444
ZNF862	6	0.31315	1.6636	0.05964	0.57274	0.096183	0.31017	0.21722	1.1574	0.18905	0.78869	0.24712	0.49912
ZNF865	6	0.069573	0.98188	0.6365	0.93323	0.32616	0.56202	0.10772	1.5279	0.49619	0.93231	0.12653	0.3673
ZNF878	6	0.0066116	0.072575	0.90545	0.98638	0.94214	0.9725	0.016673	0.18449	0.87004	0.97752	0.85363	0.92613
ZNF879	6	0.0075205	0.040851	0.90203	0.98628	0.96741	0.98453	-0.026954	-0.14752	0.93379	0.98822	0.88272	0.94246
ZNF880	6	0.07411	0.52175	0.61734	0.92581	0.60185	0.77526	0.12839	0.91377	0.42519	0.90987	0.36084	0.60307
ZNF883	6	-0.0064544	-0.063116	0.96642	0.99493	0.94967	0.97549	0.12279	1.2079	0.44079	0.91448	0.22708	0.48001
ZNF891	6	-0.081292	-0.76948	0.71002	0.95637	0.44161	0.6584	-0.020071	-0.19138	0.96537	0.99371	0.84823	0.92303
ZNF90	6	0.34262	1.4745	0.041798	0.51606	0.14034	0.3684	0.30338	1.3154	0.070773	0.61208	0.18839	0.43929
ZNF91	6	0.17016	0.59466	0.28761	0.81389	0.55207	0.73962	-0.26975	-0.94108	0.18686	0.78678	0.34667	0.59135
ZNF92	6	0.16024	0.69686	0.31654	0.83138	0.48589	0.69163	0.2476	1.098	0.13516	0.71903	0.27222	0.52276
ZNF93	6	0.026107	0.13663	0.82158	0.97779	0.89132	0.94624	-0.086156	-0.45298	0.68428	0.96911	0.65056	0.82306
ZNF98	6	-0.50361	-2.7529	0.024413	0.43461	0.0059076	0.1013	-0.51851	-2.8649	0.022952	0.43475	0.0041715	0.077473
ZNF99	6	-0.19837	-1.4435	0.32594	0.83718	0.14887	0.37918	-0.14157	-1.0387	0.48401	0.92876	0.29893	0.54871
ZNFX1	6	0.32255	2.4592	0.052749	0.55364	0.013925	0.14598	0.35419	2.7145	0.036961	0.51429	0.0066381	0.096074
ZNHIT1	6	-0.39075	-2.8598	0.065891	0.5916	0.0042395	0.087251	-0.31044	-2.297	0.13251	0.71657	0.021621	0.16496
ZNHIT2	6	0.025889	0.093928	0.82277	0.97805	0.92517	0.96389	0.11176	0.41035	0.48109	0.92819	0.68155	0.84055
ZNHIT3	6	-0.065522	-0.89465	0.77509	0.97226	0.37098	0.59831	-0.060286	-0.82851	0.7916	0.97308	0.40738	0.6433
ZNHIT6	6	-0.58358	-2.782	0.012229	0.33046	0.0054028	0.096972	-0.64176	-3.0846	0.008533	0.30407	0.0020385	0.05363
ZNRD1	6	-0.39888	-3.0921	0.061191	0.57877	0.0019876	0.058884	-0.25615	-2.0122	0.20913	0.80273	0.044203	0.22633
ZNRF1	6	0.13236	1.1437	0.40274	0.86392	0.25274	0.49475	0.117	1.0164	0.46206	0.92437	0.30942	0.55857
ZNRF2	6	-0.081946	-0.28387	0.70655	0.95548	0.77651	0.88346	0.093723	0.33097	0.54775	0.94334	0.74067	0.8662
ZNRF3	6	0.042152	0.34	0.75209	0.96555	0.73385	0.85965	0.052958	0.43196	0.71175	0.97308	0.66577	0.83307
ZNRF4	6	0.23771	1.7527	0.14762	0.7422	0.079646	0.28443	0.35494	2.6322	0.036778	0.51305	0.0084835	0.10822
ZP1	6	-0.19126	-1.5274	0.3415	0.84499	0.12666	0.34925	-0.32512	-2.6081	0.11681	0.69902	0.0091041	0.11177
ZP2	6	-0.0021098	-0.016571	0.94675	0.99239	0.98678	0.99398	-0.12519	-0.98844	0.53995	0.94089	0.32294	0.56963
ZP3	6	-0.053387	-0.59665	0.82523	0.97853	0.55074	0.73901	-0.079063	-0.88866	0.7138	0.97308	0.37419	0.61527
ZP4	6	-0.016566	-0.17826	0.98695	0.99714	0.85851	0.93015	0.028773	0.31218	0.81506	0.97374	0.7549	0.86977
ZPBP	6	0.21481	1.2915	0.18859	0.78784	0.19653	0.4357	0.13446	0.81217	0.4058	0.90413	0.4167	0.65071
ZPBP2	6	0.27781	1.8777	0.093269	0.64975	0.060425	0.2517	0.22998	1.5646	0.1645	0.75867	0.11768	0.35481
ZPLD1	6	-0.017418	-0.094497	0.98307	0.99682	0.92471	0.96363	0.10053	0.54974	0.52211	0.93979	0.58249	0.77371
ZRANB1	6	-0.40374	-3.4047	0.058042	0.56628	0.0006623	0.03176	-0.46007	-3.9044	0.037828	0.51587	9.4448e-05	0.0098034
ZRANB2	6	-0.30016	-1.7827	0.14524	0.73955	0.074629	0.27641	-0.26496	-1.5905	0.19548	0.79275	0.11173	0.34662
ZRANB3	6	-0.16039	-1.4774	0.43012	0.87739	0.13956	0.36777	-0.24603	-2.2818	0.22624	0.81749	0.022502	0.16854
ZRSR2	6	-0.019736	-0.17739	0.97235	0.99593	0.8592	0.93049	0.015416	0.13972	0.87566	0.97754	0.88888	0.94597
ZSCAN1	6	-0.017777	-0.26073	0.98147	0.99682	0.7943	0.89294	0.035612	0.52548	0.78512	0.97308	0.59925	0.78614
ZSCAN10	6	0.0092082	0.1268	0.89414	0.98596	0.8991	0.95132	0.042392	0.58748	0.75861	0.97308	0.55688	0.7558
ZSCAN16	6	0.028395	0.31801	0.81296	0.97746	0.75048	0.86813	0.033563	0.37853	0.7943	0.97308	0.70504	0.8444
ZSCAN18	6	0.10199	0.82872	0.50974	0.89829	0.40726	0.62915	0.16324	1.337	0.31526	0.86342	0.18123	0.43142
ZSCAN2	6	0.21437	1.6916	0.18955	0.78906	0.090731	0.3025	0.26201	2.0802	0.11608	0.69806	0.037503	0.21021
ZSCAN20	6	-0.15014	-1.2839	0.45937	0.88588	0.19917	0.43872	-0.21246	-1.8286	0.29363	0.85461	0.067465	0.27558
ZSCAN21	6	0.017412	0.13577	0.85663	0.98093	0.89201	0.9467	0.10893	0.85897	0.4919	0.9315	0.39036	0.62939
ZSCAN22	6	0.13943	1.7737	0.37988	0.85631	0.076112	0.2779	-0.023125	-0.29495	0.95026	0.99082	0.76803	0.87751
ZSCAN23	6	-0.078454	-0.68352	0.72197	0.9588	0.49428	0.69683	-0.10339	-0.9076	0.61734	0.95746	0.36409	0.60603
ZSCAN25	6	0.0097255	0.090271	0.89208	0.98569	0.92807	0.9652	0.20418	1.9173	0.2162	0.80964	0.055198	0.2505
ZSCAN29	6	-0.45838	-4.0848	0.03509	0.48652	4.4106e-05	0.0077327	-0.30707	-2.7566	0.13694	0.72038	0.0058413	0.090876
ZSCAN30	6	0.21862	1.5558	0.18152	0.78528	0.11976	0.34037	0.29503	2.1207	0.079215	0.63263	0.033943	0.20212
ZSCAN31	6	0.14201	1.0663	0.37144	0.85631	0.2863	0.52672	0.10842	0.81919	0.49405	0.93231	0.41268	0.64738
ZSCAN32	6	-0.012751	-0.15518	0.99439	0.99908	0.87668	0.9393	-0.064073	-0.78261	0.77445	0.97308	0.43386	0.6642
ZSCAN4	6	0.054167	0.3137	0.70094	0.95404	0.75375	0.86995	-0.032683	-0.1901	0.90737	0.98373	0.84923	0.92362
ZSCAN5A	6	0.16198	1.0052	0.31111	0.82683	0.31481	0.55214	0.19802	1.2403	0.23034	0.82121	0.21487	0.46746
ZSCAN5B	6	0.21175	1.3791	0.19439	0.79386	0.16787	0.40313	0.11033	0.72131	0.48633	0.92939	0.47072	0.6932
ZSCAN9	6	-0.034225	-0.26253	0.90719	0.98709	0.79291	0.89207	-0.042109	-0.32518	0.86772	0.97752	0.74505	0.8691
ZSWIM1	6	-0.13091	-1.4152	0.51878	0.89987	0.157	0.38948	0.010357	0.11291	0.89687	0.98227	0.91011	0.95578
ZSWIM2	6	-0.23487	-2.8466	0.24604	0.81145	0.0044192	0.089013	-0.19179	-2.3452	0.34146	0.87433	0.019017	0.15545
ZSWIM3	6	0.15999	2.24	0.31745	0.83228	0.025093	0.18538	0.16138	2.2713	0.32028	0.86545	0.023129	0.17044
ZSWIM4	6	0.22323	1.3466	0.1718	0.77405	0.17811	0.41476	0.39844	2.4227	0.020123	0.41761	0.015405	0.14218
ZSWIM5	6	0.052532	0.71722	0.707	0.95548	0.47324	0.68262	-0.093153	-1.2761	0.65749	0.9642	0.20193	0.45328
ZSWIM6	6	0.044959	0.46128	0.73876	0.96224	0.64459	0.80286	0.035251	0.36351	0.78686	0.97308	0.71623	0.85078
ZSWIM7	6	0.084014	1.3097	0.577	0.91346	0.19031	0.42882	0.13722	2.1558	0.39576	0.89834	0.0311	0.19456
ZSWIM8	6	-0.09293	-1.0165	0.66178	0.94218	0.3094	0.54765	-0.11348	-1.249	0.58243	0.95264	0.21168	0.46445
ZUFSP	6	0.0017259	0.016957	0.92795	0.98819	0.98647	0.9939	-0.074544	-0.73606	0.73133	0.97308	0.4617	0.68602
ZW10	6	-0.12268	-1.3241	0.54721	0.90581	0.18548	0.42363	-0.087537	-0.95205	0.6789	0.96883	0.34107	0.5856
ZWILCH	6	-0.50786	-2.6029	0.023454	0.4255	0.0092441	0.12375	-0.70277	-3.6192	0.0058864	0.28632	0.00029553	0.018937
ZWINT	6	-0.24493	-1.2997	0.2277	0.81145	0.1937	0.43219	-0.27338	-1.4644	0.18102	0.77937	0.14307	0.38834
ZXDA	6	0.29594	2.2948	0.074287	0.6118	0.021743	0.17574	0.26836	2.0927	0.10878	0.6905	0.036379	0.20794
ZXDB	6	0.34388	2.3621	0.04125	0.51448	0.018173	0.16191	0.31589	2.1814	0.060917	0.58544	0.029156	0.18899
ZXDC	6	0.1623	1.8006	0.30992	0.82537	0.071764	0.27153	0.11627	1.2948	0.46416	0.92437	0.19538	0.44634
ZYG11A	6	-0.29245	-3.1894	0.15441	0.75066	0.0014258	0.050398	-0.26385	-2.8998	0.19681	0.79375	0.0037343	0.073201
ZYG11B	6	0.31	2.7127	0.062514	0.58397	0.006674	0.1066	0.225	1.9768	0.1734	0.77204	0.04807	0.2353
ZYX	6	0.031889	0.38389	0.79626	0.97524	0.70106	0.83964	-0.056834	-0.68653	0.80529	0.97374	0.49238	0.70939
ZZEF1	6	0.0576	0.57771	0.68697	0.94924	0.56346	0.74788	0.069455	0.70086	0.64321	0.9618	0.48339	0.7021
ZZZ3	6	-0.14966	-1.0344	0.4611	0.88588	0.30095	0.54007	-0.046659	-0.3268	0.84855	0.97658	0.74382	0.86842
hsa-let-7a-1	4	-0.052411	-0.35653	0.85791	0.98137	0.72144	0.85203	-0.088742	-0.60767	0.72339	0.97308	0.54341	0.74635
hsa-let-7a-2	4	-0.1613	-1.0056	0.51225	0.89873	0.3146	0.55203	-0.25999	-1.6309	0.29496	0.85564	0.10291	0.33268
hsa-let-7a-3	4	-0.5441	-2.7902	0.043349	0.52198	0.0052675	0.095958	-0.34368	-1.789	0.17363	0.77247	0.073614	0.28694
hsa-let-7b	4	-0.24715	-2.3412	0.3128	0.8287	0.019219	0.16648	-0.14294	-1.3656	0.55971	0.94656	0.17207	0.42012
hsa-let-7c	4	0.0054134	0.050635	0.93671	0.98987	0.95962	0.98085	0.13299	1.256	0.5071	0.93709	0.20913	0.46133
hsa-let-7d	4	0.32624	1.1958	0.11462	0.69373	0.23177	0.47416	0.39013	1.4504	0.06256	0.59222	0.14694	0.39246
hsa-let-7e	4	-0.092994	-0.56863	0.71686	0.95763	0.56961	0.75167	-0.040947	-0.25237	0.89012	0.98129	0.80076	0.89588
hsa-let-7f-1	4	-0.42337	-3.2805	0.099019	0.66078	0.0010364	0.04175	-0.21817	-1.7036	0.3744	0.88906	0.088451	0.31237
hsa-let-7f-2	4	-0.21233	-1.0401	0.38554	0.85631	0.29827	0.53741	-0.14818	-0.73318	0.54593	0.94234	0.46345	0.68734
hsa-let-7g	4	-0.23352	-2.0737	0.34178	0.84499	0.038103	0.21792	-0.16778	-1.5078	0.49418	0.93231	0.13162	0.37319
hsa-let-7i	4	-0.39928	-2.1741	0.11627	0.69596	0.029699	0.19864	-0.44818	-2.453	0.086744	0.64927	0.014167	0.13665
hsa-mir-1-1	4	-0.66504	-3.9551	0.02058	0.41055	7.6515e-05	0.010304	-0.61584	-3.6864	0.028428	0.47655	0.00022745	0.016615
hsa-mir-1-2	4	-0.40384	-2.7807	0.11294	0.68884	0.0054246	0.097283	-0.37098	-2.5807	0.14543	0.73467	0.0098603	0.11607
hsa-mir-100	4	0.41512	1.8591	0.049829	0.54473	0.063011	0.25633	0.36279	1.6346	0.082683	0.63828	0.10213	0.33181
hsa-mir-101-1	4	-0.24152	-1.301	0.32512	0.83686	0.19325	0.43189	-0.17099	-0.92937	0.48533	0.92916	0.3527	0.59658
hsa-mir-101-2	4	-0.34544	-1.6657	0.17039	0.77133	0.095777	0.30949	-0.10589	-0.52135	0.66758	0.96712	0.60213	0.78841
hsa-mir-103a-1	4	-0.56959	-1.78	0.036459	0.4926	0.075079	0.27685	-0.427	-1.3534	0.10011	0.67487	0.17592	0.42471
hsa-mir-103a-2	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-103b-1	4	0.14535	0.64349	0.46288	0.88588	0.51991	0.71615	0.23686	1.0615	0.24787	0.83193	0.28846	0.5379
hsa-mir-103b-2	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-105-1	4	-0.056505	-0.2493	0.84262	0.97978	0.80313	0.89775	-0.088068	-0.39234	0.72548	0.97308	0.6948	0.84055
hsa-mir-105-2	4	-0.38873	-1.9846	0.12539	0.71008	0.047184	0.22624	-0.27272	-1.4067	0.27383	0.84895	0.15952	0.40657
hsa-mir-106a	4	-0.25524	-1.4461	0.29856	0.82122	0.14816	0.37834	-0.25897	-1.4808	0.29669	0.85564	0.13865	0.38263
hsa-mir-106b	4	0.32289	2.8056	0.11846	0.70056	0.0050217	0.094189	0.12366	1.0777	0.5358	0.94066	0.28115	0.53066
hsa-mir-107	4	-0.23868	-1.7794	0.33119	0.84209	0.075178	0.27685	-0.19936	-1.4982	0.41743	0.90947	0.13409	0.37616
hsa-mir-10a	4	0.19429	1.5823	0.33671	0.84499	0.11357	0.33093	0.15823	1.2988	0.43399	0.91241	0.19402	0.44522
hsa-mir-10b	4	-0.066374	-0.64671	0.80835	0.97734	0.51782	0.71473	0.024354	0.23996	0.86991	0.97752	0.81036	0.90184
hsa-mir-1178	4	-0.23378	-2.5282	0.34123	0.84499	0.011466	0.13416	-0.12762	-1.3903	0.60657	0.95555	0.16445	0.41185
hsa-mir-1179	4	-0.27745	-2.5261	0.26115	0.81145	0.011532	0.13443	0.015387	0.14157	0.906	0.98373	0.88742	0.94526
hsa-mir-1180	4	0.30832	1.7512	0.1352	0.72357	0.079907	0.28467	0.26553	1.5185	0.19717	0.79389	0.12889	0.37028
hsa-mir-1181	4	-0.38415	-2.557	0.12982	0.7176	0.010558	0.12962	-0.41542	-2.7867	0.10888	0.69059	0.0053254	0.087515
hsa-mir-1182	4	0.18378	1.8459	0.36071	0.85423	0.064912	0.25896	0.15978	1.6134	0.42925	0.91164	0.10666	0.33892
hsa-mir-1183	4	-0.29046	-1.5897	0.24148	0.81145	0.1119	0.32849	-0.34876	-1.9241	0.16701	0.7606	0.054336	0.24889
hsa-mir-1184-1	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1184-2	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1184-3	4	-0.92177	-2.9326	0.0044718	0.24816	0.0033616	0.077478	-0.94796	-3.0423	0.0047912	0.27487	0.0023476	0.057938
hsa-mir-1185-1	4	-0.40635	-1.2993	0.11111	0.68495	0.19384	0.43241	-0.65885	-2.1114	0.021903	0.42933	0.034734	0.20401
hsa-mir-1185-2	4	0.075475	0.45188	0.68547	0.9486	0.65135	0.8076	0.01467	0.088664	0.9086	0.98385	0.92935	0.9652
hsa-mir-1193	4	0.14131	1.633	0.47465	0.88973	0.10247	0.31968	0.10444	1.2109	0.59539	0.95312	0.22592	0.47854
hsa-mir-1197	4	0.14004	1.3685	0.47812	0.89155	0.17115	0.40683	0.23989	2.3608	0.24244	0.82641	0.018236	0.15195
hsa-mir-1199	4	0.31423	0.81209	0.12763	0.7141	0.41674	0.63696	-0.11377	-0.29293	0.6454	0.96224	0.76958	0.87836
hsa-mir-1200	4	-0.20844	-1.0677	0.39384	0.86046	0.28566	0.5261	-0.18731	-0.96645	0.44435	0.91509	0.33382	0.57932
hsa-mir-1202	4	0.064486	0.37834	0.72256	0.959	0.70518	0.84259	-0.22006	-1.2932	0.37029	0.8864	0.19594	0.44647
hsa-mir-1203	4	0.29918	1.6112	0.14588	0.74001	0.10713	0.3249	0.36421	1.9751	0.081679	0.63828	0.048252	0.23544
hsa-mir-1204	4	-0.39025	-2.5695	0.12398	0.70884	0.010186	0.12887	-0.50498	-3.3421	0.060278	0.58544	0.00083144	0.033207
hsa-mir-1205	4	0.040629	0.37572	0.80876	0.97734	0.70713	0.84357	-0.042948	-0.39928	0.88314	0.9794	0.68968	0.84055
hsa-mir-1206	1	-0.3015	-0.68052	0.50559	0.8964	0.49617	0.69816	-0.44664	-1.0184	0.35026	0.87769	0.30849	0.55728
hsa-mir-1207	4	-0.67492	-1.4086	0.019302	0.40286	0.15895	0.39217	-0.94552	-1.9684	0.0049281	0.27835	0.049018	0.23693
hsa-mir-1208	4	-0.043581	-0.43874	0.88866	0.98463	0.66085	0.81385	-0.10504	-1.0629	0.67009	0.96758	0.28784	0.53704
hsa-mir-122	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1224	4	-0.11488	-1.0251	0.64636	0.9366	0.30531	0.54384	-0.13427	-1.2071	0.58622	0.95264	0.2274	0.48007
hsa-mir-1225	4	0.51119	1.0876	0.019211	0.40172	0.27677	0.51806	0.36361	0.77615	0.082136	0.63828	0.43766	0.66654
hsa-mir-1226	4	0.0030962	0.019788	0.94606	0.99229	0.98421	0.99255	0.10471	0.6764	0.59466	0.95312	0.49879	0.71398
hsa-mir-1227	4	-0.0075016	-0.05515	0.98435	0.99682	0.95602	0.97901	0.048469	0.36062	0.78298	0.97308	0.71838	0.85214
hsa-mir-1228	4	-0.015838	-0.059572	0.98754	0.99714	0.9525	0.97702	0.072578	0.27578	0.69961	0.97303	0.78272	0.88701
hsa-mir-1229	4	0.047224	0.24019	0.78376	0.97226	0.81018	0.90242	0.075864	0.39108	0.68976	0.97074	0.69574	0.84055
hsa-mir-1231	4	0.060973	0.65684	0.73561	0.96205	0.51128	0.70956	0.10213	1.1089	0.60383	0.95453	0.26749	0.51888
hsa-mir-1233-1	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1233-2	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1234	4	0.15609	1.3666	0.43139	0.87739	0.17174	0.40729	0.037765	0.33169	0.82199	0.97374	0.74013	0.86603
hsa-mir-1236	4	-0.26693	-1.671	0.27849	0.81145	0.094717	0.30811	-0.19284	-1.219	0.43176	0.912	0.22283	0.47525
hsa-mir-1237	4	0.012566	0.088706	0.90947	0.98737	0.92932	0.96571	0.091558	0.65389	0.63765	0.96137	0.51318	0.72447
hsa-mir-1238	4	0.22811	1.5557	0.26165	0.81145	0.11977	0.34037	0.09266	0.63384	0.63431	0.96076	0.52618	0.73333
hsa-mir-124-1	4	0.094848	0.52738	0.61761	0.92581	0.59793	0.77226	0.10831	0.60723	0.58353	0.95264	0.5437	0.74644
hsa-mir-124-2	4	0.21579	1.6371	0.28798	0.81416	0.10161	0.31846	0.097608	0.7436	0.61716	0.95746	0.45712	0.68327
hsa-mir-124-3	4	-0.15912	-1.3705	0.51764	0.89987	0.17053	0.406	-0.11171	-0.97071	0.65106	0.96375	0.33169	0.57773
hsa-mir-1243	4	0.15468	0.73743	0.43541	0.87969	0.46086	0.67389	0.027309	0.13108	0.85923	0.97687	0.89571	0.94915
hsa-mir-1244-1	4	-0.3859	-1.2408	0.12827	0.7153	0.21467	0.45648	-0.67585	-2.1798	0.019667	0.41363	0.029275	0.18953
hsa-mir-1244-2	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1244-3	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1245a	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1245b	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1246	4	-0.1536	-1.3222	0.53279	0.90183	0.18609	0.42437	-0.042163	-0.36652	0.88611	0.98021	0.71398	0.84946
hsa-mir-1247	4	0.080778	0.76275	0.66639	0.94404	0.44561	0.6616	0.019696	0.18675	0.88866	0.98076	0.85186	0.92494
hsa-mir-1248	4	0.094432	0.49745	0.61921	0.92581	0.61887	0.78624	-0.016138	-0.08543	0.97887	0.99527	0.93192	0.96672
hsa-mir-1249	4	0.097375	0.71938	0.60872	0.92372	0.47191	0.6815	-0.077851	-0.57882	0.75934	0.97308	0.56271	0.75986
hsa-mir-1250	4	-0.050636	-0.62012	0.86416	0.98191	0.53518	0.72703	-0.057192	-0.70521	0.83276	0.97374	0.48068	0.70032
hsa-mir-1251	4	0.23347	1.4446	0.25197	0.81145	0.14858	0.37883	0.35713	2.2264	0.086972	0.64974	0.025986	0.17949
hsa-mir-1252	3	-0.39465	-1.9482	0.17445	0.7783	0.051391	0.23255	-0.40233	-2.0029	0.1739	0.77247	0.045184	0.22816
hsa-mir-1253	4	-0.13928	-1.5159	0.57139	0.91173	0.12954	0.3529	-0.12945	-1.4192	0.60151	0.95428	0.15585	0.40262
hsa-mir-1254-1	4	-0.7592	-2.2555	0.011681	0.32529	0.024102	0.18206	-0.73104	-2.1967	0.014784	0.36932	0.028045	0.18556
hsa-mir-1254-2	4	-0.48296	-1.1934	0.066119	0.5916	0.23273	0.4748	-0.22776	-0.57365	0.35391	0.8793	0.56621	0.76256
hsa-mir-1255a	4	-0.25694	-1.2481	0.29532	0.81852	0.21201	0.45386	-0.18837	-0.92518	0.4418	0.91478	0.35487	0.59819
hsa-mir-1255b-1	2	0.93217	1.1199	0.01118	0.31865	0.26275	0.50411	0.78995	0.95918	0.021218	0.4235	0.33747	0.58213
hsa-mir-1255b-2	4	-0.29007	-1.358	0.2423	0.81145	0.17445	0.41043	-0.27863	-1.3193	0.26443	0.84241	0.18708	0.43815
hsa-mir-1256	4	-0.23335	-1.7056	0.34209	0.84513	0.088087	0.29837	-0.2686	-1.9779	0.28049	0.85056	0.047943	0.23518
hsa-mir-1257	4	0.0079289	0.092552	0.92763	0.98819	0.92626	0.96433	0.091232	1.0701	0.63869	0.96137	0.28458	0.53383
hsa-mir-1258	4	0.12258	0.85743	0.52895	0.90183	0.39121	0.61528	0.23646	1.663	0.24864	0.83193	0.096317	0.32365
hsa-mir-125a	4	0.035023	0.33089	0.82898	0.97894	0.74073	0.86376	0.083892	0.79843	0.66352	0.96712	0.42462	0.6569
hsa-mir-125b-1	4	-0.25868	-1.3403	0.29135	0.81607	0.18015	0.41689	-0.087622	-0.4596	0.72717	0.97308	0.6458	0.81982
hsa-mir-125b-2	4	0.48585	2.095	0.025553	0.44164	0.036173	0.21293	0.25689	1.1136	0.21278	0.80497	0.26544	0.51727
hsa-mir-126	4	0.28642	1.7897	0.16386	0.76567	0.073499	0.27447	0.22347	1.4061	0.27502	0.84911	0.15968	0.40677
hsa-mir-1260a	4	0.036014	0.20099	0.82551	0.97853	0.8407	0.91985	-0.12843	-0.72034	0.60429	0.95453	0.47131	0.69355
hsa-mir-1260b	4	0.13908	1.1828	0.48031	0.89238	0.23689	0.47927	0.15958	1.3648	0.42971	0.91164	0.1723	0.42049
hsa-mir-1261	4	0.2512	1.1316	0.21821	0.81106	0.2578	0.49899	0.23027	1.0442	0.26165	0.84015	0.29639	0.54643
hsa-mir-1262	4	-0.61393	-3.7504	0.027744	0.45178	0.00017657	0.016051	-0.58408	-3.601	0.035866	0.51205	0.00031699	0.019539
hsa-mir-1263	4	-0.1006	-0.71057	0.69035	0.95014	0.47735	0.68579	-0.033017	-0.23474	0.918	0.98603	0.81441	0.90433
hsa-mir-1264	4	-0.12206	-0.65846	0.62313	0.92608	0.51024	0.70872	-0.099827	-0.54369	0.68638	0.96996	0.58665	0.77692
hsa-mir-1265	4	0.054669	0.45918	0.75711	0.96634	0.64611	0.80364	-0.076168	-0.64159	0.76555	0.97308	0.52114	0.72976
hsa-mir-1266	4	0.41737	1.7057	0.048871	0.54083	0.088059	0.29836	0.33325	1.3681	0.10632	0.68597	0.17129	0.41927
hsa-mir-1267	4	-0.039181	-0.11926	0.90408	0.98632	0.90507	0.95481	0.051489	0.1582	0.77262	0.97308	0.8743	0.93762
hsa-mir-1268a	4	-0.78402	-2.8858	0.010221	0.31181	0.0039046	0.082994	-0.67828	-2.5263	0.01953	0.41363	0.011527	0.12335
hsa-mir-1268b	4	-0.16473	-0.70417	0.50322	0.89615	0.48133	0.68817	-0.12966	-0.55924	0.60059	0.95419	0.576	0.76946
hsa-mir-1269a	4	0.067177	0.86466	0.71316	0.9569	0.38723	0.61249	0.11997	1.5499	0.54716	0.94334	0.12117	0.35943
hsa-mir-1269b	4	0.11027	0.35914	0.56614	0.91056	0.71949	0.85115	0.30442	1.0036	0.13917	0.72533	0.31558	0.56387
hsa-mir-127	4	0.19665	1.4302	0.33069	0.84179	0.15267	0.38432	0.24478	1.7933	0.23422	0.82381	0.072928	0.28536
hsa-mir-1270-1	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1270-2	4	0.17304	1.5999	0.38718	0.85631	0.10962	0.3249	0.033325	0.31162	0.83737	0.97374	0.75533	0.86977
hsa-mir-1271	4	0.034639	0.32617	0.8298	0.97908	0.7443	0.86518	0.033236	0.3146	0.83783	0.9738	0.75307	0.86977
hsa-mir-1272	4	0.40507	2.6656	0.053936	0.559	0.0076841	0.11365	0.28258	1.8658	0.17066	0.76639	0.062066	0.26485
hsa-mir-1273a	4	-1.2992	-3.3568	0.0013689	0.22517	0.00078841	0.035128	-1.66	-4.3257	0.00027379	0.14286	1.5207e-05	0.0035454
hsa-mir-1273c	4	-0.69471	-2.603	0.017248	0.3822	0.0092416	0.12375	-0.69815	-2.6392	0.01807	0.40367	0.0083098	0.10714
